000,Ty5PRjJhkcqTeGKQApJEz8wgcn7sbEG6ZT,1000.000000
001,Lfo4DD4JF5jKJYjkcwd73BZohSyqv11PJo,151.000000
002,22KZeag6ziVxwgypCfM7h43PVJszg1U9NgQ,2400.000000
003,Kx2RkDF5WzXrAwHN64rGzU4WtpgFVdEfSQ,185.000000
004,2iiwBkGJxFfHaFTare6RWFReeXW5947euio,1000.000000
005,2Me8RdCPu4XRFdpsZPdRprCuMCvoYcTHbcq,88.000000
006,2H4LHucptUY6s2xcMhvtVpNARGWKKfx1Nwv,298.000000
007,ciq83PSfct4tTqxcdATcUx13epnJzNe5sv,56.000000
008,jPRerrguNcCKzaibkZc7geabsQYJ5UcG1X,61.000000
009,9XBuH2EoYvfFP8uWA3SwAQK6UWAmsCQFsu,700.000000
010,5PSvcjfF8XKWNPvZHKtYwyofdA8Gqrm2x6,74.000000
011,2cQzuSkoSX7DyyMe1Abv7o9vkLw6wCo7GG5,5923.000000
012,2CepMP2Tic43eDfZUG1crW1Nv94X9DpDpYP,8286.000000
013,y3QmpCoKTKcxc9kTPwpJG1sWXjzoE6FUHq,300000.000000
014,2GuydTbnYE3BunyJGS4La2UD6nWS4VyWhF2,2620.000000
015,4g9YkDERKNYB9sXoBUqCoMNuP6gdViXovz,207.000000
016,Lw8P1FtSnKwcMnd8JxFhuBs6g6CcKczVYN,20.000000
017,nnbYMbvHWb6sPr99FaSAexs1yHmto4RwbS,397.000000
018,2mzqo8WQZyzWdHxtihf29w73deWALreA8ny,2.000000
019,9uwzYnzbxNWYPXa8XtU2fSsqhsaNvLNnUA,500.000000
020,2dGoxLU3TC5FKznLGfQCUfq3uyLPQRK5LS4,23.000000
021,27sZ4KJbJtbhgiBgtzsNknRc7H7h8YwDNq5,3000000.000000
022,kRbr2fmtUTvSqwd8QBPAAYVARHAEmPoQws,150.000000
023,2CrsxHjaV14MqphDgDnqNfa4gr9JRmGTjuc,714.000000
024,2HnBLgUiZ3s843ik9RqgnArSNPXdagP99M1,3000000.000000
025,DQvwspdisDXDvhHWtnzLHmnGnEjZ7JMSBV,4042.742000
026,2XsQA86vRTkSHvYgmqS4iLz4vu3Rr8kysmS,313491.195000
027,SxKQtH7fzTrBSUVt4juhteBUrvEyMvv79K,6.000000
028,ZSoKStgSUV1X9bygYgC6bjA7W8FdzFzH8Y,2000.000000
029,99g7MNWDRuPUAXs4dRLSPhZPkERAhaE4th,2000.000000
030,YAJELqbZTTedEqf39cwDbPGfFxwfRCjsya,6.000000
031,cNix8zen1VG9QjE42p9PfybfTYdMxmfjLA,2.000000
032,2JkBfkkvypKCsJYRVgMHwuTupf5u6j21onr,3000000.000000
033,ATDnK877Sae2fwuyKzr66mL9gudvMYG5Zj,1000.000000
034,dLsFzFXXjZXdoDdUowEU3b3wQvPEpca1af,1.000000
035,axFCY5ZELzcUMomy7sN2euEEPu75zNjvFr,2000.000000
036,mnVukq75xXm8SokTwGFwfwFXRS13dfw324,31964.621000
037,2Rzsj8BM8VKnswLg7pRJmqNNSRxApd2ude5,25.000000
038,p7AwgxJZgiRcdSbudgm9ssbxA8cCw6p1jA,9.000000
039,D2Sp78etmpEJTGueu5aokyqEhBu6hYkWF4,40100.000000
040,Ru9BjR1PCDweUZs5foxYj5T9jfPm6TX6ak,71.000000
041,WQmcEszvcsaQbyhdFoLo3xX4HYEP9YpJTG,10.299000
042,2UawChW9sj9EEaVyimore9sbov3fRzif66k,3000000.000000
043,qMB372bnKXmWgqhFNscqFXzSnsqNMRVRWP,2760.000000
044,2Q9e8PcENVkupzGbPScowrsAbesw9upZTXA,1.000000
045,552nqYXmKEhmfZsimf5i4Za9Na7kKYHdbe,1.000000
046,mpahQmbfrTvTTFMgLxmSC3Zih9gWHj5Tqi,300.699000
047,dMoRgMMb3xScDwpbaULVAvbQLQEDs1St1B,99.000000
048,Ribmwr3suiLhQuWXrSnWdjfV6x4NkTU9pj,1000.000000
049,2ViQRJVQ9PD7h3o3T7E1Q2Vs3FHfnuR2MqV,974.490000
050,qXxxMNhWB6TGYhe8eHdH4rY15Kcq4NxiaB,6402.600000
051,2ZGrpic8kHnmF4hX8uxkzbhPedHXUzQsVo7,133.000000
052,2V5rvRpgDix3ARpbWHiikpHektxq9UfQrjo,1000.000000
053,2CRmgKdYWFsoN1AynWKnzjUkLjh754A2YUS,19370.000000
054,2dptxwNY2xv686J7CAbNcjcdddTLeVQLxiB,280000.000000
055,SJCDjvsKKETTw91opNMRpstwVf7U66TYuN,134.699000
056,2KVnWcX9Sw3wstXwrhVDgMbKf7SVDco181L,1000.000000
057,2EJ9FNRdUCPDbFpjtVJWtofFNnpnanqZpfu,9.000000
058,v4p7zTVbmYwwNSdFbD5VF2hmFaQSJWkvSS,2000.000000
